structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
297	1	N/A	-157.12922084339854	C6H9N3	[M + H3N + H]+	JONVMLMLHPGRAX	InChI=1S/C6H9N3/c1-7-5-6-8-3-4-9(6)2/h3-5H,1-2H3	N-methyl-1-(1-methylimidazol-2-yl)methanimine	CN=CC1=NC=CN1C	0.0	18721457	PubChem:(18721457)	2
298	1	N/A	-157.15814403989393	C6H9N3	[M + H3N + H]+	YJGCGGXAGGUKRQ	InChI=1S/C6H9N3/c1-9(2)6-3-4-7-8-5-6/h3-5H,1-2H3	4-Pyridazinamine, N,N-dimethyl-	CN(C)C1=CN=NC=C1	0.312771559	23273387	PubChem:(23273387)	2
299	1	N/A	-157.16781308441648	C6H9N3	[M + H3N + H]+	SXMMJNHVSYVKNW	InChI=1S/C6H9N3/c7-3-1-2-6-8-4-5-9-6/h1,3-5H,2,7H2,(H,8,9)	null	C1=CN=C(N1)CC=CN	0.100000001	87073743	PubChem:(87073743)	2
300	1	N/A	-157.21782548413245	C6H9N3	[M + H3N + H]+	QCRDDMJJEFDEQN	InChI=1S/C6H9N3/c1-4(2)5-6(7)9-3-8-5/h3H,1,7H2,2H3,(H,8,9)	null	CC(=C)C1=C(N=CN1)N	1.10000002	123428252	PubChem:(123428252)	2
301	1	N/A	-157.48688742535808	C6H9N3	[M + H3N + H]+	JWMSXQZSAFKWLQ	InChI=1S/C6H9N3/c1-2-7-3-6-4-8-5-9-6/h2,4-5H,3H2,1H3,(H,8,9)	N-(1H-imidazol-5-ylmethyl)ethanimine	CC=NCC1=CN=CN1	-0.300000012	21345048	PubChem:(21345048)	2
302	1	N/A	-157.81541196335365	C6H9N3	[M + H3N + H]+	WLSQQGAREJHYCR	InChI=1S/C6H9N3/c1-5-3-8-4-9-6(5)7-2/h3-4H,1-2H3,(H,7,8,9)	null	CC1=CN=CN=C1NC	0.899999976	45080325	PubChem:(45080325)	2
303	1	N/A	-158.013923720038	C6H9N3	[M + H3N + H]+	QATFIDKHZLEBGA	InChI=1S/C6H9N3/c1-5-3-4-9(2)6(7)8-5/h3-4,7H,1-2H3	1,4-dimethylpyrimidin-2-imine	CC1=NC(=N)N(C=C1)C	-0.100000001	21766153;130155842	PubChem:(21766153 130155842)	2
304	1	N/A	-158.2618362122807	C6H9N3	[M + H3N + H]+	HHTUCDQZVUAPJQ	InChI=1S/C6H9N3/c1-5-4-8-6-7-2-3-9(5)6/h4H,2-3H2,1H3,(H,7,8)	null	CC1=CN=C2N1CCN2	0.400000006	136209528	PubChem:(136209528)	2
305	1	N/A	-158.38276547851538	C6H9N3	[M + H3N + H]+	NPDGWKYARBFUCZ	InChI=1S/C6H9N3/c1-2-5(1)9-6-7-3-4-8-6/h3-5H,1-2H2,(H2,7,8,9)	null	C1CC1NC2=NC=CN2	0.899999976	54123164	PubChem:(54123164)	2
306	1	N/A	-158.41787277883947	C6H9N3	[M + H3N + H]+	SWBUHQQTIPEPMK	InChI=1S/C6H9N3/c1-3-9-4-2-8-6(9)5-7-1/h2,4,7H,1,3,5H2	ACMC-20aivc	C1CN2C=CN=C2CN1	-0.899999976	13247046;37818927	PubChem:(13247046 37818927);PubChem class - safety and toxic	67108866
307	1	N/A	-158.47833773235735	C6H9N3	[M + H3N + H]+	VFTDDNACIRUWEH	InChI=1S/C6H9N3/c7-5-9-6-1-3-8-4-2-6/h1-4H,5,7H2,(H,8,9)	null	C1=CN=CC=C1NCN	0.0	115225474	PubChem:(115225474)	2
308	1	N/A	-158.66838347676318	C6H9N3	[M + H3N + H]+	OHIYMBUCQFOELQ	InChI=1S/C6H9N3/c1-3-7-9-5-4-6(2)8-9/h3-5H,1-2H3	N-(3-methylpyrazol-1-yl)ethanimine	CC=NN1C=CC(=N1)C	0.699999988	58883641	PubChem:(58883641)	2
309	1	N/A	-159.01214661402543	C6H9N3	[M + H3N + H]+	FFRUJCRRVGNUCL	InChI=1S/C6H10N3/c1-2-9-4-3-8-6(7)5-9/h3-5H,2H2,1H3,(H2,7,8)/q+1	4-ethylpyrazine-2-ylamine	CC[N+]1=CC(=NC=C1)N	-0.100000001	817206	PubChem:(817206)	2
310	1	N/A	-159.0655390773311	C6H9N3	[M + H3N + H]+	GNASJYWQFXBHHY	InChI=1S/C6H9N3/c1-2-3-6-8-4-5(7)9-6/h2,4H,1,3,7H2,(H,8,9)	null	C=CCC1=NC=C(N1)N	0.800000012	66611861	PubChem:(66611861)	2
311	1	N/A	-159.2695320803125	C6H9N3	[M + H3N + H]+	IPLRMZUSNNNOOU	InChI=1S/C6H9N3/c1-5-6(2-3-7)9-4-8-5/h2-4H,7H2,1H3,(H,8,9)	null	CC1=C(N=CN1)C=CN	0.168794513	""	KEGG Mine	8589934592
312	1	N/A	-159.33366951911532	C6H9N3	[M + H3N + H]+	CRJWBOATQDQQDS	InChI=1S/C6H9N3/c7-5-9-6-2-1-3-8-4-6/h1-4,9H,5,7H2	null	C1=CC(=CN=C1)NCN	0.0	115225473	PubChem:(115225473)	2
313	1	N/A	-159.39757352493206	C6H9N3	[M + H3N + H]+	DTLDQHYSDVXCLG	InChI=1S/C6H9N3/c1-9-3-2-5(7)6(8)4-9/h2-4,7H,8H2,1H3	null	CN1C=CC(=N)C(=C1)N	-0.100000001	68266831	PubChem:(68266831)	2
314	1	N/A	-159.50486171528	C6H9N3	[M + H3N + H]+	MMBLHMIWGHVXQC	InChI=1S/C6H9N3/c1-3-9-6(2,4-7)5-8/h9H,3H2,1-2H3	2-(ethylamino)-2-methylpropanedinitrile	CCNC(C)(C#N)C#N	0.100000001	22672899	PubChem:(22672899)	2
315	1	N/A	-159.63422211560106	C6H9N3	[M + H3N + H]+	OZPGBDVJESXYAH	InChI=1S/C6H9N3/c7-5-3-1-2-4-6(5)9-8/h1-4,9H,7-8H2	2-hydrazinylaniline	C1=CC=C(C(=C1)N)NN	1.0	2723987	NORMAN:(NS00055663);PubChem:(2723987);PubMed	262210
316	1	N/A	-159.72609698928392	C6H9N3	[M + H3N + H]+	DJCSOENOMPDZGX	InChI=1S/C6H10N3/c1-2-3-8-4-5-9(7)6-8/h2,4-6H,1,3,7H2/q+1	null	C=CC[N+]1=CN(C=C1)N	0.600000024	68831857	PubChem:(68831857)	2
317	1	N/A	-159.8083820737729	C6H9N3	[M + H3N + H]+	VPXYVJIVTJDSPN	InChI=1S/C6H9N3/c1-9-4-2-6(8-7)3-5-9/h2-5H,7H2,1H3	(1-methylpyridin-1-ium-4-yl)hydrazine	CN1C=CC(=NN)C=C1	0.116978645	433854;58586747	PubChem:(433854 58586747)	2
318	1	N/A	-159.8697669844844	C6H9N3	[M + H3N + H]+	XSYCFKRQKIBFQQ	InChI=1S/C6H9N3/c7-4-1-2-6(9)3-5-8/h6H,1-3,9H2	null	C(CC(CC#N)N)C#N	-0.899999976	22753608	PubChem:(22753608)	2
319	1	N/A	-159.9209305236809	C6H9N3	[M + H3N + H]+	ZRQKPOSFUIQAPH	InChI=1S/C6H9N3/c1-5-4-8-3-2-6(5)9-7/h2-4H,7H2,1H3,(H,8,9)	Ambcb4014009	CC1=C(C=CN=C1)NN	0.5	28063924	PubChem:(28063924)	2
320	1	N/A	-159.96849487325278	C6H9N3	[M + H3N + H]+	ODTNPMJHSOKCRA	InChI=1S/C6H9N3/c1-6(2,5-8)9-4-3-7/h9H,4H2,1-2H3	null	CC(C)(C#N)NCC#N	0.0	20211434	PubChem:(20211434)	2
321	1	N/A	-160.23918869675794	C6H9N3	[M + H3N + H]+	AIPAJSBYYOSOCH	InChI=1S/C6H10N3/c1-5-3-4-6(7)8-9(5)2/h3-4H,1-2H3,(H2,7,8)/q+1	null	CC1=[N+](N=C(C=C1)N)C	0.600000024	130155530	PubChem:(130155530)	2
322	1	N/A	-160.41083325429742	C6H9N3	[M + H3N + H]+	ITMIGVTYYAEAJP	InChI=1S/C6H9N3/c1-4-5(2)7-9-8-6(4)3/h1-3H3	4,5,6-trimethyltriazine	CC1=C(N=NN=C1C)C	0.5	141767	PubChem:(141767)	2
323	1	N/A	-160.42240310420988	C6H9N3	[M + H3N + H]+	YHLSGCBAQJWCIH	InChI=1S/C6H9N3/c1-9-7-5-3-2-4-6(5)8-9/h2-4H2,1H3	null	CN1N=C2CCCC2=N1	1.0	132151510	PubChem:(132151510)	2
324	1	N/A	-160.91921430717292	C6H9N3	[M + H3N + H]+	OXHDYIUCPXQFSZ	InChI=1S/C6H9N3/c1-2-6(3-1)9-5-7-4-8-9/h4-6H,1-3H2	null	C1CC(C1)N2C=NC=N2	0.800000012	53739500	PubChem:(53739500)	2
325	1	N/A	-160.95174356794308	C6H9N3	[M + H3N + H]+	GIRURFBNQNJNGM	InChI=1S/C6H9N3/c1-9-6-4-2-3-5(6)7-8-9/h2-4H2,1H3	null	CN1C2=C(CCC2)N=N1	0.400000006	129291318	PubChem:(129291318)	2
326	1	N/A	-161.01281277154237	C6H9N3	[M + H3N + H]+	SGSZFTVNOSOSQE	InChI=1S/C6H9N3/c1-5-3-8-6(2-7)9-4-5/h3-4H,2,7H2,1H3	(5-Methylpyrimidin-2-yl)methanamine	CC1=CN=C(N=C1)CN	-0.5	16062566	PubChem:(16062566)	2
327	1	N/A	-161.21749444292382	C6H9N3	[M + H3N + H]+	OOGKXAWZILGOBA	InChI=1S/C6H9N3/c1-2-8-9-4-3-7-5-6(1)9/h1-2,7H,3-5H2	4H,5H,6H,7H-pyrazolo[1,5-a]pyrazine	C1CN2C(=CC=N2)CN1	-0.699999988	21941401	PubChem:(21941401)	2
328	1	N/A	-161.22406225981086	C6H9N3	[M + H3N + H]+	ASUWBRIJCHHAFP	InChI=1S/C6H9N3/c1-3-6-5-7-8-9(6)4-2/h3,5H,1,4H2,2H3	null	CCN1C(=CN=N1)C=C	0.800000012	115011105	PubChem:(115011105)	2
329	1	N/A	-161.48963593102465	C6H9N3	[M + H3N + H]+	OWZUESWAMPZZOV	InChI=1S/C6H9N3/c7-5-4-8-6-2-1-3-9(5)6/h4H,1-3,7H2	null	C1CC2=NC=C(N2C1)N	0.0	98760204	PubChem:(98760204)	2
330	1	N/A	-161.58937732540204	C6H9N3	[M + H3N + H]+	SCENHILMUXAHAJ	InChI=1S/C6H9N3/c1-2-5(7)6-3-8-4-9-6/h2-5H,1,7H2,(H,8,9)	null	C=CC(C1=CN=CN1)N	-0.200000003	66580089;131545325;131592384	PubChem:(66580089 131545325 131592384)	2
331	1	N/A	-162.05792715575305	C6H9N3	[M + H3N + H]+	LYEGMJXIVRGBRH	InChI=1S/C6H9N3/c1-5-2-3-8-4-6(5)9-7/h2-4,9H,7H2,1H3	3-Hydrazinyl-4-methylpyridine	CC1=C(C=NC=C1)NN	0.5	12151706	PubChem:(12151706)	2
332	1	N/A	-162.29907611150455	C6H9N3	[M + H3N + H]+	RDPHONQJZUVYPX	InChI=1S/C6H9N3/c1-5(2-7)6(3-8)4-9/h2-3H,7-8H2,1H3	null	CC(=CN)C(=CN)C#N	-0.100000001	90268142	PubChem:(90268142)	2
333	1	N/A	-162.4002757060544	C6H9N3	[M + H3N + H]+	ANEAPQAIJOYUFQ	InChI=1S/C6H9N3/c7-5-3-8-6(9-5)4-1-2-4/h3-4H,1-2,7H2,(H,8,9)	null	C1CC1C2=NC=C(N2)N	0.300000012	82373934	PubChem:(82373934)	2
334	1	N/A	-162.43023483032297	C6H9N3	[M + H3N + H]+	LWYYGHKXTQTMAN	InChI=1S/C6H8N3/c1-9-4-6(7-8-9)5-2-3-5/h4-5H,1-3H2/q-1	null	[CH2-]N1C=C(N=N1)C2CC2	0.300000012	89027451	PubChem:(89027451)	2
335	1	N/A	-162.6050198716945	C6H9N3	[M + H3N + H]+	GFCTWVWDFIHVQV	InChI=1S/C6H9N3/c1-2-6(3-7)4-9-5-8/h2,5H,4H2,1H3,(H2,8,9)	null	CC=C(CN=CN)C#N	-0.200000003	134359530	PubChem:(134359530)	2
336	1	N/A	-162.98840984830647	C6H9N3	[M + H3N + H]+	ICXKGBPYKSJGRM	InChI=1S/C6H9N3/c1-6(3-7)4-9(2)5-8/h6H,4H2,1-2H3	null	CC(CN(C)C#N)C#N	0.800000012	104185403	PubChem:(104185403)	2
337	1	N/A	-163.1079543655029	C6H9N3	[M + H3N + H]+	LNLKPVZUHLVFBX	InChI=1S/C6H9N3/c1-5-4-7-8-9(5)6-2-3-6/h4,6H,2-3H2,1H3	null	CC1=CN=NN1C2CC2	0.5	91144334	PubChem:(91144334)	2
338	1	N/A	-163.27979521441446	C6H9N3	[M + H3N + H]+	HCUXFZQVBQEJEH	InChI=1S/C6H9N3/c1-2-5-8-9-6-3-4-7/h2,6,8H,1,3,5H2	null	C=CCNN=CCC#N	0.899999976	88160908;88160909	PubChem:(88160908 88160909)	2
339	1	N/A	-163.71266329800176	C6H9N3	[M + H3N + H]+	LIOYENFCENHYJD	InChI=1S/C6H9N3/c1-5(2)6-8-7-4-9(6)3/h4H,1H2,2-3H3	null	CC(=C)C1=NN=CN1C	0.899999976	123916305	PubChem:(123916305)	2
340	1	N/A	-164.104279108505	C6H9N3	[M + H3N + H]+	ARWPDVNBBFBDRY	InChI=1S/C6H9N3/c1-6(4-7,5-8)9(2)3/h1-3H3	null	CC(C#N)(C#N)N(C)C	0.200000003	119098291	PubChem:(119098291)	2
341	1	N/A	-164.15863144101505	C6H9N3	[M + H3N + H]+	UAFNUOKAUMXZKF	InChI=1S/C6H9N3/c1-2-4-8-9-6-5-7-3-1/h1-2,4-5,9H,3,6H2	null	C1C=NCC=CC=NN1	-0.200000003	121346295	PubChem:(121346295)	2
342	1	N/A	-164.5162138187575	C6H9N3	[M + H3N + H]+	PUAFHIBIEAIFSB	InChI=1S/C6H9N3/c1-4-7-6(9-8-4)5-2-3-5/h5H,2-3H2,1H3,(H,7,8,9)	3-cyclopropyl-5-methyl-1H-1,2,4-triazole	CC1=NC(=NN1)C2CC2	1.0	22614882	PubChem:(22614882)	2
343	1	N/A	-164.59365740180596	C6H9N3	[M + H3N + H]+	MHLKDXPVHHGVGX	InChI=1S/C6H9N3/c1-6(2-3-6)5-4-7-9-8-5/h4H,2-3H2,1H3,(H,7,8,9)	null	CC1(CC1)C2=NNN=C2	0.699999988	90726781	PubChem:(90726781)	2
344	1	N/A	-164.94270701198883	C6H9N3	[M + H3N + H]+	RQOQRWVVBWJEQC	InChI=1S/C6H9N3/c1-5-8-6(7)3-4-9(5)2/h3-4,7H,1-2H3	null	CC1=NC(=N)C=CN1C	-0.5	123181535	PubChem:(123181535)	2
345	1	N/A	-164.99595724161867	C6H9N3	[M + H3N + H]+	FQHVQYLDOPLXEU	InChI=1S/C6H9N3/c7-3-1-2-6-8-4-5-9-6/h1-2,4-5H,3,7H2,(H,8,9)	null	C1=CN=C(N1)C=CCN	-0.400000006	90874106;129730550	PubChem:(90874106 129730550);PubMed	66
346	1	N/A	-165.60520867842547	C6H9N3	[M + H3N + H]+	PRLJKVILSQTKKK	InChI=1S/C6H9N3/c1-7-5-9-6-3-2-4-8-6/h2-5,8H,1H3,(H,7,9)	null	CN=CNC1=CC=CN1	0.400000006	85666140	PubChem:(85666140)	2
347	1	N/A	-165.6214309413852	C6H9N3	[M + H3N + H]+	TZRRONMICPMDGT	InChI=1S/C6H9N3/c1-8-5-3-2-4-9-6(5)7/h2-4,8H,1H3,(H2,7,9)	N3-Methylpyridine-2,3-diamine	CNC1=C(N=CC=C1)N	0.5	12238404	PubChem:(12238404);PubChem class - safety and toxic	67108866
348	1	N/A	-165.68980313717213	C6H9N3	[M + H3N + H]+	RLWWJSJUMBUDQW	InChI=1S/C6H9N3/c1-7-9-6-4-2-3-5-8-6/h2-5,7H,1H3,(H,8,9)	1-methyl-2-pyridin-2-ylhydrazine	CNNC1=CC=CC=N1	1.10767365	22406389	PubChem:(22406389)	2
349	1	N/A	-165.72958096702163	C6H9N3	[M + H3N + H]+	UUINNXPPLPDRQX	InChI=1S/C6H9N3/c1-9(2)6-5-7-3-4-8-6/h3-5H,1-2H3	N,N-Dimethyl-2-pyrazinamine	CN(C)C1=NC=CN=C1	0.332382143	23483	PubChem:(23483);ZINC bio:(ZINC00000936)	8194
350	1	N/A	-165.7807979298177	C6H9N3	[M + H3N + H]+	QQWLGFMKQCGPGH	InChI=1S/C6H9N3/c7-9-8-6-4-2-1-3-5-6/h1-5,8-9H,7H2	(2-aminohydrazinyl)benzene	C1=CC=C(C=C1)NNN	0.899999976	19858111;60022114	PubChem:(19858111 60022114)	2
351	1	N/A	-165.874763561665	C6H9N3	[M + H3N + H]+	OIFCRSZCBVMKGL	InChI=1S/C6H10N3/c1-2-3-5-9-6-4-7-8-9/h6H,2-3,5H2,1H3/q+1	null	CCCCN1C=[C+]N=N1	0.899999976	91424284	PubChem:(91424284)	2
352	1	N/A	-165.96206864889166	C6H9N3	[M + H3N + H]+	FADRZMRRHYQINO	InChI=1S/C6H9N3/c1-4(8)6(3-7)5(2)9/h6,8-9H,1-2H3	null	CC(=N)C(C#N)C(=N)C	0.0	102355281	PubChem:(102355281)	2
353	1	N/A	-166.14662135711697	C6H9N3	[M + H3N + H]+	CGEIRZFOBXDGLI	InChI=1S/C6H9N3/c7-3-1-2-6-4-8-5-9-6/h1-2,4-5H,3,7H2,(H,8,9)	Imidazolyl-4-allylamine	C1=C(NC=N1)C=CCN	-0.400000006	127455;6438855;14983630	MeSH:(6438855);PubChem:(127455 6438855 14983630);PubMed	70
354	1	N/A	-166.17870093623435	C6H9N3	[M + H3N + H]+	DBQYQOIPPZTHKY	InChI=1S/C6H9N3/c1-9-4-2-3-6(9)5-8-7/h2-5H,7H2,1H3	null	CN1C=CC=C1C=NN	0.400000006	67899723;119092976;131238801	PubChem:(67899723 119092976 131238801)	2
355	1	N/A	-166.23504770796734	C6H9N3	[M + H3N + H]+	CSCCTRYWMMFUIX	InChI=1S/C6H9N3/c1-5-8-4-6(9-5)3-7-2/h3-4H,1-2H3,(H,8,9)	null	CC1=NC=C(N1)C=NC	0.400000006	136109953	PubChem:(136109953)	2
356	1	N/A	-166.28448297398822	C6H9N3	[M + H3N + H]+	QAYNYXGKMMGVPT	InChI=1S/C6H9N3/c1-5-8-4-3-6(7)9(5)2/h3-4,7H,1-2H3	4(3H)-Pyrimidinimine, 2,3-dimethyl-	CC1=NC=CC(=N)N1C	-0.5	13925309	PubChem:(13925309)	2
357	1	N/A	-166.3096762849929	C6H9N3	[M + H3N + H]+	FSNPHGVOUBOZTE	InChI=1S/C6H9N3/c1-2-4-9-5-3-6(7)8-9/h2-3,5H,1,4H2,(H2,7,8)	null	C=CCN1C=CC(=N1)N	0.600000024	57098785	PubChem:(57098785)	2
358	1	N/A	-166.34334747074374	C6H9N3	[M + H3N + H]+	DLQWNROJENVQGA	InChI=1S/C6H9N3/c1-2-3-4-5-6-8-9-7/h2-3,6H2,1H3	null	CCCC#CCN=[N+]=[N-]	2.9000001	11126246	PubChem:(11126246)	2
359	1	N/A	-166.34541478811153	C6H9N3	[M + H3N + H]+	LBLFAZUVSAMHBX	InChI=1S/C6H9N3/c1-4-7-9(5-1)8-6-2-3-6/h1,4-6,8H,2-3H2	null	C1CC1NN2C=CC=N2	1.20000005	89048663	PubChem:(89048663)	2
360	1	N/A	-166.45656209700238	C6H9N3	[M + H3N + H]+	MXKOJXAJVLXOHQ	InChI=1S/C6H9N3/c1-5(7-3)6(2)9-8-4/h1-3H3	null	CC(=NC)C(=N[N+]#[C-])C	0.100000001	54096414	PubChem:(54096414)	2
361	1	N/A	-166.55158555862346	C6H9N3	[M + H3N + H]+	KQDWJEJTWSOCNJ	InChI=1S/C6H9N3/c1-2-5(1)9-6-3-7-4-8-6/h3-5,9H,1-2H2,(H,7,8)	N-cyclopropyl-1H-imidazol-5-amine	C1CC1NC2=CN=CN2	0.899999976	18783304	PubChem:(18783304)	2
362	1	N/A	-166.78540026409453	C6H9N3	[M + H3N + H]+	NHGCVIIPNIZFJM	InChI=1S/C6H9N3/c1-4-2-5(7)3-9-6(4)8/h2-3H,7H2,1H3,(H2,8,9)	2,5-Diamino-3-picoline	CC1=CC(=CN=C1N)N	0.200000003	2734423;7023214	PubChem:(2734423 7023214)	2
363	1	N/A	-167.17454389231403	C6H9N3	[M + H3N + H]+	XYSSNPBETCZOSH	InChI=1S/C6H10N3/c1-5-4-6(2)8-9(3)7-5/h4H,1-3H3/q+1	2,4,6-trimethyl-1H-triazine	CC1=CC(=N[N+](=N1)C)C	1.39999998	13546553	PubChem:(13546553)	2
364	1	N/A	-167.3985254591072	C6H9N3	[M + H3N + H]+	NYXBAKOUWKGHEY	InChI=1S/C6H9N3/c1-5-4-9-3-2-7-6(9)8-5/h4H,2-3H2,1H3,(H,7,8)	null	CC1=CN2CCNC2=N1	0.400000006	136209496	PubChem:(136209496)	2
365	1	N/A	-167.6274708465843	C6H9N3	[M + H3N + H]+	RDVGWJKUYXVTSO	InChI=1S/C6H9N3/c1-5-3-2-4-6(8-5)9-7/h2-4H,7H2,1H3,(H,8,9)	Ambcb4033592	CC1=NC(=CC=C1)NN	0.800000012	13590465	PubChem:(13590465);PubChem class - safety and toxic	67108866
366	1	N/A	-167.8068187569366	C6H9N3	[M + H3N + H]+	NSSGAKBIRYDTRY	InChI=1S/C6H9N3/c1-5-4-7-6-2-3-8-9(5)6/h4,8H,2-3H2,1H3	null	CC1=CN=C2N1NCC2	0.899999976	118165506	PubChem:(118165506)	2
367	1	N/A	-167.88580880619668	C6H9N3	[M + H3N + H]+	QJXROQLRFGZZQI	InChI=1S/C6H9N3/c1-2-3-6-5(7)4-8-9-6/h2,4H,1,3,7H2,(H,8,9)	null	C=CCC1=C(C=NN1)N	0.600000024	69089375	PubChem:(69089375)	2
368	1	N/A	-167.8974072452611	C6H9N3	[M + H3N + H]+	KYIKCQNXRPVKSJ	InChI=1S/C6H9N3/c1-5-6-3-2-4-9(6)8-7-5/h2-4H2,1H3	null	CC1=C2CCCN2N=N1	0.400000006	139307382	PubChem:(139307382)	2
369	1	N/A	-167.90422422746627	C6H9N3	[M + H3N + H]+	NXWZTJHFARQXCU	InChI=1S/C6H9N3/c7-9-4-8-5-2-1-3-6(5)9/h4H,1-3,7H2	null	C1CC2=C(C1)N(C=N2)N	0.5	96637924	PubChem:(96637924)	2
370	1	N/A	-167.9341642147134	C6H9N3	[M + H3N + H]+	CDZDQRKZDVTHRE	InChI=1S/C6H9N3/c1-5(2)6-4-7-8-9(6)3/h4H,1H2,2-3H3	null	CC(=C)C1=CN=NN1C	1.10000002	115011104	PubChem:(115011104)	2
371	1	N/A	-167.96168732223146	C6H9N3	[M + H3N + H]+	PEGXJNBQMYCAEN	InChI=1S/C6H9N3/c1-2-3-7-6-4-8-9-5-6/h2,4-5,7H,1,3H2,(H,8,9)	null	C=CCNC1=CNN=C1	0.800000012	57847804	PubChem:(57847804)	2
372	1	N/A	-168.09425726329712	C6H9N3	[M + H3N + H]+	ACEZLZHVYAJRQD	InChI=1S/C6H9N3/c1-5-2-3-9-6(5)7-4-8-9/h4-5H,2-3H2,1H3	null	CC1CCN2C1=NC=N2	0.699999988	118003360	PubChem:(118003360)	2
373	1	N/A	-168.17958452698082	C6H9N3	[M + H3N + H]+	VFJSXRTZPSUPDV	InChI=1S/C6H9N3/c1-2-4-6-8-9-7-5-3-1/h1,3,5H,2,4,6H2	null	C1CC=CC=NN=NC1	1.10000002	68498731;68498735;87473663	PubChem:(68498731 68498735 87473663)	2
374	1	N/A	-168.20391808687683	C6H9N3	[M + H3N + H]+	VVMXGZDGGMXMLG	InChI=1S/C6H9N3/c1-5(4-7)6-8-2-3-9-6/h2-3H,1,4,7H2,(H,8,9)	null	C=C(CN)C1=NC=CN1	0.0	70523218	PubChem:(70523218)	2
375	1	N/A	-168.3381115247865	C6H9N3	[M + H3N + H]+	NLANWORBIORTAT	InChI=1S/C6H9N3/c1-5(4-7)6-8-2-3-9-6/h2-5,7H,1H3,(H,8,9)	null	CC(C=N)C1=NC=CN1	0.200000003	123837202	PubChem:(123837202)	2
376	1	N/A	-168.42572555966365	C6H9N3	[M + H3N + H]+	XUJHQJXRBSXVEC	InChI=1S/C6H9N3/c1-8-5-2-3-9-6(5)4-7/h2-4,7-9H,1H3	null	CNC1=C(NC=C1)C=N	0.600000024	137295786	PubChem:(137295786)	2
377	1	N/A	-168.44353295169748	C6H9N3	[M + H3N + H]+	LOXMWQLFFDWRLO	InChI=1S/C6H10N3/c1-5-7-9(4)6(2)8(5)3/h2-3H2,1,4H3/q+1	1,3-dimethyl-4,5-dimethylidene-1,2,4-triazol-4-ium	CC1=NN(C(=C)[N+]1=C)C	2.0	60031178	PubChem:(60031178)	2
378	1	N/A	-168.48496995685798	C6H9N3	[M + H3N + H]+	AHHXEWWLDAWPKX	InChI=1S/C6H9N3/c1-9-3-2-6(5-9)4-8-7/h2-5H,7H2,1H3	null	CN1C=CC(=C1)C=NN	0.100000001	131234837	PubChem:(131234837)	2
379	1	N/A	-168.54884380762024	C6H9N3	[M + H3N + H]+	CHSOSPWSSBHIIV	InChI=1S/C6H9N3/c1-6-3-2-4-8-9-5-7-6/h2-5,8H,1H3,(H,7,9)	null	CC1=CC=CNNC=N1	1.60000002	130251168	PubChem:(130251168)	2
380	1	N/A	-168.68372490895644	C6H9N3	[M + H3N + H]+	FKUBZLLJHXRRIO	InChI=1S/C6H9N3/c1-5-3-8-6(7-2)9-4-5/h3,5H,2,4H2,1H3	null	CC1CN=C(N=C1)N=C	1.39999998	135162547	PubChem:(135162547)	2
381	1	N/A	-168.7122026973345	C6H9N3	[M + H3N + H]+	XPJQXPDDPHWTRP	InChI=1S/C6H9N3/c1-9(2)6(5-8)3-4-7/h6H,3H2,1-2H3	null	CN(C)C(CC#N)C#N	-0.200000003	85924399	PubChem:(85924399)	2
382	1	N/A	-168.83801413132326	C6H9N3	[M + H3N + H]+	AWULSXCZBXQBOC	InChI=1S/C6H9N3/c7-6(8)5-2-1-3-9-4-5/h1-4,6H,7-8H2	pyridin-3-ylmethanediamine	C1=CC(=CN=C1)C(N)N	-1.10000002	20437977	PubChem:(20437977)	2
383	1	N/A	-168.95970711109473	C6H9N3	[M + H3N + H]+	NSQAMFIWRYVGOU	InChI=1S/C6H9N3/c1-2-3-4-5-6-8-9-7/h2,5-6H2,1H3	null	CCC#CCCN=[N+]=[N-]	2.70000005	85860403	PubChem:(85860403)	2
384	1	N/A	-169.1766304107564	C6H9N3	[M + H3N + H]+	OLIZNKSOHJDAIX	InChI=1S/C6H9N3/c7-6(8)5-1-3-9-4-2-5/h1-4,6H,7-8H2	pyridin-4-ylmethanediamine	C1=CN=CC=C1C(N)N	-1.06100416	18756166	PubChem:(18756166)	2
385	1	N/A	-169.22854068171483	C6H9N3	[M + H3N + H]+	BUZYFTHIKYDACN	InChI=1S/C6H9N3/c1-6(9,2-4-7)3-5-8/h2-3,9H2,1H3	null	CC(CC#N)(CC#N)N	-1.10000002	53702689	PubChem:(53702689)	2
386	1	N/A	-169.4611301021036	C6H9N3	[M + H3N + H]+	ITXWUBGPHAUNEL	InChI=1S/C6H9N3/c1-7-6-4-3-5-8-9(6)2/h3-5H,1-2H3	null	CN=C1C=CC=NN1C	-0.300000012	70658701	PubChem:(70658701)	2
387	1	N/A	-169.8324432325158	C6H9N3	[M + H3N + H]+	HYZCFRINYLXCRX	InChI=1S/C6H9N3/c1-5-3-4-6(7-2)9-8-5/h3-4H,1-2H3,(H,7,9)	N,6-dimethylpyridazin-3-amine	CC1=NN=C(C=C1)NC	0.600000024	54593513	PubChem:(54593513)	2
