structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1125	1	N/A	-301.32110916925603	C6H13NO3	[M + H2O + H]+	KDYIOULNIZDXEW	InChI=1S/C6H13NO3/c1-6(2,4-10-7)5(8)9-3/h4,7H2,1-3H3	null	CC(C)(CON)C(=O)OC	0.100000001	89361480	PubChem:(89361480)	2
1126	1	N/A	-301.33290663036814	C6H13NO3	[M + H2O + H]+	QVBZENMETYOVHL	InChI=1S/C6H13NO3/c1-5(6(8)9)3-4-10-7-2/h5,7H,3-4H2,1-2H3,(H,8,9)	null	CC(CCONC)C(=O)O	-2.0	58488915	PubChem:(58488915)	2
1127	1	N/A	-301.39463759621094	C6H13NO3	[M + H2O + H]+	ZLERWGPAWILHHJ	InChI=1S/C6H13NO3/c1-4-6(5(2)3)10-7(8)9/h5-6H,4H2,1-3H3	2-methylpentan-3-yl Nitrate	CCC(C(C)C)O[N+](=O)[O-]	2.79999995	180153	PubChem:(180153)	2
1128	1	N/A	-301.5625802197334	C6H13NO3	[M + H2O + H]+	OBOORJJGLVILTD	InChI=1S/C6H13NO3/c1-3-5(8)7-6(9)10-4-2/h5,8H,3-4H2,1-2H3,(H,7,9)	null	CCC(NC(=O)OCC)O	0.88788414	87232302	PubChem:(87232302)	2
1129	1	N/A	-301.59107104999	C6H13NO3	[M + H2O + H]+	FTFLHKNZXBSKIX	InChI=1S/C6H13NO3/c1-4(3-5(7)8)6(9)10-2/h5-6,8-9H,1,3,7H2,2H3	null	COC(C(=C)CC(N)O)O	-0.800000012	123529223	PubChem:(123529223)	2
1130	1	N/A	-301.592096056517	C6H13NO3	[M + H2O + H]+	VJXNRWJRKPCHBX	InChI=1S/C6H13NO3/c1-4-9-6(8)7(3)10-5-2/h4-5H2,1-3H3	null	CCOC(=O)N(C)OCC	0.899999976	14895675	PubChem:(14895675)	2
1131	1	N/A	-301.65514469898824	C6H13NO3	[M + H2O + H]+	CPYMSLVZXQGQPK	InChI=1S/C6H13NO3/c1-6(2,4-8)5(9)10-7-3/h7-8H,4H2,1-3H3	null	CC(C)(CO)C(=O)ONC	0.100000001	130125894	PubChem:(130125894)	2
1132	1	N/A	-301.6554565980732	C6H13NO3	[M + H2O + H]+	TVHNTASWAFSOQF	InChI=1S/C6H13NO3/c1-4-10-7-6(8)5(2)9-3/h5H,4H2,1-3H3,(H,7,8)	null	CCONC(=O)C(C)OC	0.200000003	115588602	PubChem:(115588602)	2
1133	1	N/A	-301.66685312303014	C6H13NO3	[M + H2O + H]+	WRQJHFWRFLVCEJ	InChI=1S/C6H13NO3/c1-3-4-6(8)7-10-5-9-2/h3-5H2,1-2H3,(H,7,8)	null	CCCC(=O)NOCOC	0.400000006	110495429	PubChem:(110495429)	2
1134	1	N/A	-301.7000802913131	C6H13NO3	[M + H2O + H]+	ODBAEBAPAIRSMV	InChI=1S/C6H13NO3/c1-4(9)6(5(2)10)7-3-8/h3-6,9-10H,1-2H3,(H,7,8)	N-(2,4-dihydroxypentan-3-yl)formamide	CC(C(C(C)O)NC=O)O	-0.899999976	21719038	PubChem:(21719038)	2
1135	1	N/A	-301.92538707784706	C6H13NO3	[M + H2O + H]+	BOXRYKYWPBDZHD	InChI=1S/C6H13NO3/c1-6(2,5(8)9)3-10-4-7/h3-4,7H2,1-2H3,(H,8,9)	null	CC(C)(COCN)C(=O)O	-2.5999999	89289862	PubChem:(89289862)	2
1136	1	N/A	-302.127628962351	C6H13NO3	[M + H2O + H]+	ITALFCPQCUCBBK	InChI=1S/C6H13NO3/c1-2-3-4-5(8)6(9)7-10/h5,8,10H,2-4H2,1H3,(H,7,9)	null	CCCCC(C(=O)NO)O	0.200000003	87587691	PubChem:(87587691)	2
1137	1	N/A	-302.2836724725994	C6H13NO3	[M + H2O + H]+	UPZLBBCIACGCHE	InChI=1S/C6H13NO3/c1-4-5(9-2)6(8)7-10-3/h5H,4H2,1-3H3,(H,7,8)	null	CCC(C(=O)NOC)OC	0.400000006	131089029	PubChem:(131089029)	2
1138	1	N/A	-302.44771729737766	C6H13NO3	[M + H2O + H]+	RBUHFROQNVWSBB	InChI=1S/C6H13NO3/c1-10-6-5(9)4(8)2-3-7-6/h4-9H,2-3H2,1H3	null	COC1C(C(CCN1)O)O	-1.29999995	68252801	PubChem:(68252801)	2
1139	1	N/A	-302.57569217634745	C6H13NO3	[M + H2O + H]+	SKTALXUMLAATPR	InChI=1S/C6H13NO3/c1-5(9-2)4-6(8)7-10-3/h5H,4H2,1-3H3,(H,7,8)	null	CC(CC(=O)NOC)OC	-0.200000003	126991868	PubChem:(126991868)	2
1140	1	N/A	-302.8284164200859	C6H13NO3	[M + H2O + H]+	YLHOZHVLEHYNBN	InChI=1S/C6H13NO3/c1-9-6(10-2)4-3-5(7)8/h6H,3-4H2,1-2H3,(H2,7,8)	null	COC(CCC(=O)N)OC	-0.699999988	55288800	PubChem:(55288800)	2
1141	1	N/A	-303.2629094263482	C6H13NO3	[M + H2O + H]+	IBDNPEMZXBAVKI	InChI=1S/C6H13NO3/c1-5(2)7(3,10)4-6(8)9/h5H,4H2,1-3H3,(H,8,9)	null	CC(C)[N+](C)(CC(=O)O)[O-]	0.100000001	123359374	PubChem:(123359374)	2
1142	1	N/A	-303.28493691568247	C6H13NO3	[M + H2O + H]+	JGDKYYHZGVFJJB	InChI=1S/C6H13NO3/c1-4(3-7)2-5(8)6(9)10/h4-5,8H,2-3,7H2,1H3,(H,9,10)	null	CC(CC(C(=O)O)O)CN	-2.9000001	88147101	PubChem:(88147101)	2
1143	1	N/A	-303.48435063011095	C6H13NO3	[M + H2O + H]+	ZLAONXPSALDACB	InChI=1S/C6H13NO3/c1-3-6(7,5(8)9)10-4-2/h3-4,7H2,1-2H3,(H,8,9)	null	CCC(C(=O)O)(N)OCC	-2.29999995	87645542	PubChem:(87645542)	2
1144	1	N/A	-303.49696132135705	C6H13NO3	[M + H2O + H]+	YUZOHIKIQPTSGJ	InChI=1S/C6H13NO3/c1-5(6(2,3)4)10-7(8)9/h5H,1-4H3	null	CC(C(C)(C)C)O[N+](=O)[O-]	2.70000005	86583287	PubChem:(86583287)	2
1145	1	N/A	-303.7518896455267	C6H13NO3	[M + H2O + H]+	BJRFSQZZPYESPS	InChI=1S/C6H13NO3/c1-10-4-2-3(7)5(8)6(4)9/h3-6,8-9H,2,7H2,1H3	null	COC1CC(C(C1O)O)N	-1.79999995	89663810	PubChem:(89663810)	2
1146	1	N/A	-303.90632235273	C6H13NO3	[M + H2O + H]+	QKCXMHOZGALDJO	InChI=1S/C6H13NO3/c8-7(9)10-6-4-2-1-3-5-6/h6,8-9H,1-5H2	null	C1CCC(CC1)ON(O)O	1.10000002	68018386	PubChem:(68018386)	2
1147	1	N/A	-303.93084788302906	C6H13NO3	[M + H2O + H]+	UCAPUVIWLKMRBQ	InChI=1S/C6H13NO3/c1-7-2-5-6(9)4(8)3-10-5/h4-9H,2-3H2,1H3	null	CNCC1C(C(CO1)O)O	-1.20000005	91590384;126601859;134310086	PubChem:(91590384 126601859 134310086)	2
1148	1	N/A	-304.00065376543614	C6H13NO3	[M + H2O + H]+	YSXBBNSBTXSXTQ	InChI=1S/C6H13NO3/c1-3-5(4-8)6(9)7-10-2/h5,8H,3-4H2,1-2H3,(H,7,9)	null	CCC(CO)C(=O)NOC	-0.200000003	126994543	PubChem:(126994543)	2
1149	1	N/A	-304.4725852735225	C6H13NO3	[M + H2O + H]+	KBAFOIDUPMZULG	InChI=1S/C6H13NO3/c1-6(10,5(7)9)3-2-4-8/h8,10H,2-4H2,1H3,(H2,7,9)	null	CC(CCCO)(C(=O)N)O	-1.29999995	89453158	PubChem:(89453158)	2
1150	1	N/A	-304.50636259255765	C6H13NO3	[M + H2O + H]+	OMRZIBHYQKISHW	InChI=1S/C6H13NO3/c1-3-6(7,4-2)5(8)10-9/h9H,3-4,7H2,1-2H3	null	CCC(CC)(C(=O)OO)N	0.400000006	57158221	PubChem:(57158221)	2
1151	1	N/A	-304.5135336310527	C6H13NO3	[M + H2O + H]+	GNEXJZVHNYHNHT	InChI=1S/C6H13NO3/c1-2-3-4-5-9-10-6(7)8/h2-5H2,1H3,(H2,7,8)	null	CCCCCOOC(=O)N	1.39999998	87107236	PubChem:(87107236)	2
1152	1	N/A	-304.6894408158072	C6H13NO3	[M + H2O + H]+	VVRZUWCQEOLQFB	InChI=1S/C6H13NO3/c1-3-7(2)6(9)10-5-4-8/h8H,3-5H2,1-2H3	null	CCN(C)C(=O)OCCO	-0.200000003	19833956	PubChem:(19833956)	2
1153	1	N/A	-304.8563976656028	C6H13NO3	[M + H2O + H]+	KTEUOJKUKZCYEN	InChI=1S/C6H13NO3/c1-3-4(10-2)5(8)6(7)9/h4-5,8H,3H2,1-2H3,(H2,7,9)	null	CCC(C(C(=O)N)O)OC	-0.699999988	131162764	PubChem:(131162764)	2
1154	1	N/A	-305.0513518896126	C6H13NO3	[M + H2O + H]+	UGJFBFMKBNPNFJ	InChI=1S/C6H13NO3/c1-5(9-2)10-6(8)3-4-7/h5H,3-4,7H2,1-2H3	null	CC(OC)OC(=O)CCN	-0.5	87407496	PubChem:(87407496)	2
1155	1	N/A	-305.05649667738936	C6H13NO3	[M + H2O + H]+	CAASSPLBMAQJJE	InChI=1S/C6H13NO3/c1-3-5(4(2)8)7-6(9)10/h4-5,7-8H,3H2,1-2H3,(H,9,10)	null	CCC(C(C)O)NC(=O)O	0.300000012	53710366;88932486;117644652	PubChem:(53710366 88932486 117644652)	2
1156	1	N/A	-305.0995207792122	C6H13NO3	[M + H2O + H]+	GWQGUEQQIYWBKL	InChI=1S/C6H13NO3/c1-7(2)6(8)10-5-4-9-3/h4-5H2,1-3H3	2-Methoxyethyl dimethylcarbamate	CN(C)C(=O)OCCOC	0.0917331949	3084950	PubChem:(3084950)	2
1157	1	N/A	-305.1610243137031	C6H13NO3	[M + H2O + H]+	WPXKEXSYTQPMLX	InChI=1S/C6H13NO3/c1-6(7,4-8)3-5(9)10-2/h8H,3-4,7H2,1-2H3	null	CC(CC(=O)OC)(CO)N	-1.29999995	130041821;130658892;130748400	PubChem:(130041821 130658892 130748400)	2
1158	1	N/A	-305.1851759481221	C6H13NO3	[M + H2O + H]+	ZZSPDBBQFWZKGV	InChI=1S/C6H13NO3/c1-5(2)6(9)7-10-4-3-8/h5,8H,3-4H2,1-2H3,(H,7,9)	null	CC(C)C(=O)NOCCO	-0.100000001	126550693	PubChem:(126550693)	2
1159	1	N/A	-305.21229995066483	C6H13NO3	[M + H2O + H]+	AAFAVPWOUDAHJP	InChI=1S/C6H13NO3/c8-6(9,10)7-4-2-1-3-5-7/h8-10H,1-5H2	null	C1CCN(CC1)C(O)(O)O	-0.800000012	91172179	PubChem:(91172179)	2
1160	1	N/A	-305.45191698194395	C6H13NO3	[M + H2O + H]+	FIFLGMKETSHFHS	InChI=1S/C6H13NO3/c1-3-5(8)7-10-6(9)4-2/h6,9H,3-4H2,1-2H3,(H,7,8)	null	CCC(O)ONC(=O)CC	0.400000006	117695746	PubChem:(117695746)	2
1161	1	N/A	-305.51294111819516	C6H13NO3	[M + H2O + H]+	UXNQGYBXCJENNS	InChI=1S/C6H13NO3/c1-3-6(10,4(2)8)5(7)9/h4,8,10H,3H2,1-2H3,(H2,7,9)	null	CCC(C(C)O)(C(=O)N)O	-1.0	87840759	PubChem:(87840759)	2
1162	1	N/A	-305.7555665150135	C6H13NO3	[M + H2O + H]+	GAKCNZDROQVZPW	InChI=1S/C6H13NO3/c1-2-3-4-6(9,10)7-5-8/h5,9-10H,2-4H2,1H3,(H,7,8)	null	CCCCC(NC=O)(O)O	0.100000001	88439454	PubChem:(88439454)	2
1163	1	N/A	-305.84855850786255	C6H13NO3	[M + H2O + H]+	XCCIPDUCAZKMLT	InChI=1S/C6H13NO3/c1-10-6(9)4-2-3-5(7)8/h6,9H,2-4H2,1H3,(H2,7,8)	null	COC(CCCC(=O)N)O	-0.899999976	88038155	PubChem:(88038155)	2
1164	1	N/A	-305.9178454997003	C6H13NO3	[M + H2O + H]+	NSNSVLDGTSCJMZ	InChI=1S/C6H13NO3/c1-10-4-2-5(8)6(9)7-3-4/h4-9H,2-3H2,1H3	null	COC1CC(C(NC1)O)O	-1.29999995	67633490	PubChem:(67633490)	2
1165	1	N/A	-305.9460664786792	C6H13NO3	[M + H2O + H]+	PXIOBMBWHMZPTQ	InChI=1S/C6H13NO3/c1-3-4-6(10-9)7-5(2)8/h6,9H,3-4H2,1-2H3,(H,7,8)	null	CCCC(NC(=O)C)OO	0.300000012	55299797	PubChem:(55299797)	2
1166	1	N/A	-305.94887122020964	C6H13NO3	[M + H2O + H]+	PEFAIXQRQMEFER	InChI=1S/C6H13NO3/c1-6(2,3-4-8)7-5(9)10/h7-8H,3-4H2,1-2H3,(H,9,10)	(4-hydroxy-2-methylbutan-2-yl)carbamic acid	CC(C)(CCO)NC(=O)O	-0.100000001	21931689	PubChem:(21931689)	2
1167	1	N/A	-306.1831484651894	C6H13NO3	[M + H2O + H]+	XIYBKGMXXRDQHX	InChI=1S/C6H13NO3/c1-7-4-5(8)3-6(9)10-2/h5,7-8H,3-4H2,1-2H3	methyl 3-hydroxy-4-(methylamino)butanoate	CNCC(CC(=O)OC)O	-1.0	59105075;126994197	PubChem:(59105075 126994197)	2
1168	1	N/A	-306.5049756514646	C6H13NO3	[M + H2O + H]+	MHSAUMGZUPQHOB	InChI=1S/C6H13NO3/c1-6(2,3)10-9-5(8)4-7/h4,7H2,1-3H3	null	CC(C)(C)OOC(=O)CN	0.200000003	129710087	PubChem:(129710087)	2
1169	1	N/A	-306.5234162973148	C6H13NO3	[M + H2O + H]+	IWOGLFYZJMWAIG	InChI=1S/C6H13NO3/c1-4(7)5(9-2)6(8)10-3/h4-5H,7H2,1-3H3	null	CC(C(C(=O)OC)OC)N	-0.5	137955431	PubChem:(137955431)	2
1170	1	N/A	-306.63087579655763	C6H13NO3	[M + H2O + H]+	MJWZLIPUTDAUDI	InChI=1S/C6H13NO3/c1-6(2)9-4-5(10-6)3-7-8/h5,7-8H,3-4H2,1-2H3	N-[(2,2-dimethyl-1,3-dioxolan-4-yl)methyl]hydroxylamine	CC1(OCC(O1)CNO)C	-0.400000006	22025634;23541087;24729318	PubChem:(22025634 23541087 24729318)	2
1171	1	N/A	-306.6521030314309	C6H13NO3	[M + H2O + H]+	CFVWXAAIEDPQCV	InChI=1S/C6H13NO3/c1-6(10,4-7)3-2-5(8)9/h10H,2-4,7H2,1H3,(H,8,9)	null	CC(CCC(=O)O)(CN)O	-3.5999999	57305958	PubChem:(57305958)	2
1172	1	N/A	-306.83921409866196	C6H13NO3	[M + H2O + H]+	RMNXXZRUJMLTDE	InChI=1S/C6H13NO3/c1-5(3-9-2)4-10-6(7)8/h5H,3-4H2,1-2H3,(H2,7,8)	null	CC(COC)COC(=O)N	0.200000003	123930885	PubChem:(123930885)	2
1173	1	N/A	-307.00053311953457	C6H13NO3	[M + H2O + H]+	RYZPZBLMWIHXPX	InChI=1S/C6H13NO3/c1-6(2)9-3-5(7-8)4-10-6/h5,7-8H,3-4H2,1-2H3	null	CC1(OCC(CO1)NO)C	-0.400000006	106658941	PubChem:(106658941)	2
1174	1	N/A	-307.0907620419657	C6H13NO3	[M + H2O + H]+	NPLNOZOSLYIREY	InChI=1S/C6H13NO3/c1-4(2)5(6(9)10)7-3-8/h4-5,7-8H,3H2,1-2H3,(H,9,10)	2-(hydroxymethylamino)-3-methylbutanoic acid	CC(C)C(C(=O)O)NCO	-2.0999999	17922045;54123620	PubChem:(17922045 54123620);EcoCyc Mine	17179869186
1175	1	N/A	-307.1012033679628	C6H13NO3	[M + H2O + H]+	ALCYZTVFZXMCAX	InChI=1S/C6H13NO3/c1-4-7(9)6(8)5(2)10-3/h5,9H,4H2,1-3H3	null	CCN(C(=O)C(C)OC)O	-0.100000001	131060792	PubChem:(131060792)	2
1176	1	N/A	-307.11858577299597	C6H13NO3	[M + H2O + H]+	WFGYALSKIQVJKA	InChI=1S/C6H13NO3/c1-5(2)9-3-4-10-6(7)8/h5H,3-4H2,1-2H3,(H2,7,8)	Isopropoxyethyl carbamate	CC(C)OCCOC(=O)N	0.200000003	50005	NORMAN:(NS00055530);PubChem class - safety and toxic;PubChem:(50005)	67371010
1177	1	N/A	-307.22187297886865	C6H13NO3	[M + H2O + H]+	OOKQATGRLIGZAN	InChI=1S/C6H13NO3/c1-2-3-4-6(7,10)5(8)9/h10H,2-4,7H2,1H3,(H,8,9)	2-amino-2-hydroxyhexanoate	CCCCC(C(=O)O)(N)O	-2.29999995	9898863;20645930;22670965	PubChem:(9898863 20645930 22670965)	2
1178	1	N/A	-307.2466819057369	C6H13NO3	[M + H2O + H]+	PGDILKKDHUWHIB	InChI=1S/C6H13NO3/c1-3-4(8)5(7)6(9)10-2/h4-5,8H,3,7H2,1-2H3	methyl 2-amino-3-hydroxypentanoate	CCC(C(C(=O)OC)N)O	-0.5	14019983;55284031;96006802;96006803;101748301	PubChem:(14019983 55284031 96006802 96006803 101748301)	2
1179	1	N/A	-307.34842298750965	C6H13NO3	[M + H2O + H]+	GNKPOQMPNKCEQB	InChI=1S/C6H13NO3/c7-6(10)4(3-8)1-2-5(6)9/h4-5,8-10H,1-3,7H2	null	C1CC(C(C1CO)(N)O)O	-1.39999998	69976593	PubChem:(69976593)	2
1180	1	N/A	-307.8348517734234	C6H13NO3	[M + H2O + H]+	GBYFREGJVOYMQX	InChI=1S/C6H13NO3/c1-4(5(9)3-8)6(10)7-2/h4-5,8-9H,3H2,1-2H3,(H,7,10)	3,4-dihydroxy-N,2-dimethylbutanamide	CC(C(CO)O)C(=O)NC	-1.29999995	20784442	PubChem:(20784442)	2
1181	1	N/A	-307.8923784050245	C6H13NO3	[M + H2O + H]+	MCZDRZLZSGKCFF	InChI=1S/C6H13NO3/c7-6(10)2-1-4(3-8)5(6)9/h4-5,8-10H,1-3,7H2	null	C1CC(C(C1CO)O)(N)O	-1.39999998	90700417	PubChem:(90700417)	2
1182	1	N/A	-307.9460058387027	C6H13NO3	[M + H2O + H]+	ZNQNACXAGTWCNC	InChI=1S/C6H13NO3/c1-3-5(4-10-7)6(8)9-2/h5H,3-4,7H2,1-2H3	null	CCC(CON)C(=O)OC	0.100000001	105429043	PubChem:(105429043)	2
1183	1	N/A	-308.54965544272665	C6H13NO3	[M + H2O + H]+	MFVYVHRHDVRWQK	InChI=1S/C6H13NO3/c1-9-6-5(7)2-4(3-8)10-6/h4-6,8H,2-3,7H2,1H3	null	COC1C(CC(O1)CO)N	-1.29999995	11147805	PubChem:(11147805)	2
1184	1	N/A	-308.6948677065454	C6H13NO3	[M + H2O + H]+	FDDDKQNGUHYMSN	InChI=1S/C6H13NO3/c1-5(8)3-4-7-6(9)10-2/h5,8H,3-4H2,1-2H3,(H,7,9)	null	CC(CCNC(=O)OC)O	0.100000001	64459731;130621341;131175857	PubChem:(64459731 130621341 131175857)	2
1185	1	N/A	-308.7119162627582	C6H13NO3	[M + H2O + H]+	KMKGGJPURZAFNZ	InChI=1S/C6H13NO3/c7-1-2-9-6-3-5(8)4-10-6/h5-6,8H,1-4,7H2	null	C1C(COC1OCCN)O	-1.29999995	71666216	PubChem:(71666216)	2
1186	1	N/A	-308.84181214410626	C6H13NO3	[M + H2O + H]+	LPGUNQVBZHUBMA	InChI=1S/C6H13NO3/c1-9-6(10-2)3-4-7-5-8/h5-6H,3-4H2,1-2H3,(H,7,8)	Formamide, N-(3,3-dimethoxypropyl)-	COC(CCNC=O)OC	-0.200000003	19078757	PubChem:(19078757)	2
1187	1	N/A	-308.8475209720625	C6H13NO3	[M + H2O + H]+	QPTBEQRNQSOLCB	InChI=1S/C6H13NO3/c1-5(9)7(2)3-6(10)4-8/h6,8,10H,3-4H2,1-2H3	N-(2,3-dihydroxypropyl)-N-methylacetamide	CC(=O)N(C)CC(CO)O	-1.60000002	20641943;58166082;130682938	PubChem:(20641943 58166082 130682938)	2
1188	1	N/A	-308.85122997518624	C6H13NO3	[M + H2O + H]+	JABPMZPBBVDHLT	InChI=1S/C6H13NO3/c1-6(2)4-3-5-7(6)9-10-8/h8H,3-5H2,1-2H3	null	CC1(CCCN1OOO)C	1.0	91282186	PubChem:(91282186);PubMed	66
1189	1	N/A	-309.1044286932516	C6H13NO3	[M + H2O + H]+	SPYIVPWNBSUWQS	InChI=1S/C6H13NO3/c1-5(4-10-3)7(2)6(8)9/h5H,4H2,1-3H3,(H,8,9)	null	CC(COC)N(C)C(=O)O	0.100000001	118095991;118096290;134209368	PubChem:(118095991 118096290 134209368)	2
1190	1	N/A	-309.3677292518088	C6H13NO3	[M + H2O + H]+	RTGJDFRAQWXDPR	InChI=1S/C6H13NO3/c1-3-5(8)4-7-6(9)10-2/h5,8H,3-4H2,1-2H3,(H,7,9)	null	CCC(CNC(=O)OC)O	0.200000003	116243207	PubChem:(116243207)	2
1191	1	N/A	-309.98233260663716	C6H13NO3	[M + H2O + H]+	IBQQLSCYWRBUMF	InChI=1S/C6H13NO3/c1-6(2,3)7-4(8)5(9)10/h5,9-10H,1-3H3,(H,7,8)	null	CC(C)(C)NC(=O)C(O)O	-0.699999988	123322344	PubChem:(123322344)	2
1192	1	N/A	-310.04577003143424	C6H13NO3	[M + H2O + H]+	VFKJXHPPSRYMNM	InChI=1S/C6H13NO3/c1-4(2)5(8)3-7-6(9)10/h4-5,7-8H,3H2,1-2H3,(H,9,10)	null	CC(C)C(CNC(=O)O)O	0.300000012	135330394	PubChem:(135330394)	2
1193	1	N/A	-310.12989048380183	C6H13NO3	[M + H2O + H]+	LPDIXMKHFNHEKN	InChI=1S/C6H13NO3/c1-4(6(7)10)2-5(9)3-8/h4-5,8-9H,2-3H2,1H3,(H2,7,10)	null	CC(CC(CO)O)C(=O)N	-1.29999995	23126337	PubChem:(23126337)	2
1194	1	N/A	-310.15846482043435	C6H13NO3	[M + H2O + H]+	ZGSFKAVIRXLMRI	InChI=1S/C6H13NO3/c1-4(9-2)5(7)6(8)10-3/h4-5H,7H2,1-3H3	methyl 2-amino-3-methoxybutanoate	CC(C(C(=O)OC)N)OC	-0.5	17955569;55288767;55290726;59721336;87094409;87094410;87954183	PubChem:(17955569 55288767 55290726 59721336 87094409 87094410 87954183)	2
1195	1	N/A	-310.221213955004	C6H13NO3	[M + H2O + H]+	QLYRSQBPOZWRFT	InChI=1S/C6H13NO3/c1-4-10-6(2,3)5(8)7-9/h9H,4H2,1-3H3,(H,7,8)	null	CCOC(C)(C)C(=O)NO	-0.100000001	131046341	PubChem:(131046341)	2
1196	1	N/A	-310.4868278826444	C6H13NO3	[M + H2O + H]+	DDWIKCBBHJPHJR	InChI=1S/C6H13NO3/c1-3-5-9-6(8)7-10-4-2/h3-5H2,1-2H3,(H,7,8)	null	CCCOC(=O)NOCC	1.29999995	130524445	PubChem:(130524445)	2
1197	1	N/A	-310.5288064340801	C6H13NO3	[M + H2O + H]+	JCIMHDZPGKDWCN	InChI=1S/C6H13NO3/c1-5(9-3)6(8)7(2)10-4/h5H,1-4H3	null	CC(C(=O)N(C)OC)OC	0.100000001	53429440	PubChem:(53429440)	2
1198	1	N/A	-310.7226656045874	C6H13NO3	[M + H2O + H]+	JOXFPXDEWRRCIV	InChI=1S/C6H13NO3/c1-3-6(2,7)4(8)5(9)10/h4,8H,3,7H2,1-2H3,(H,9,10)	null	CCC(C)(C(C(=O)O)O)N	-2.9000001	55290367	PubChem:(55290367)	2
1199	1	N/A	-310.8142525525615	C6H13NO3	[M + H2O + H]+	BDLCGWBUNBOVQC	InChI=1S/C6H13NO3/c1-4(5(2)8)3-7-6(9)10/h4-5,7-8H,3H2,1-2H3,(H,9,10)	null	CC(CNC(=O)O)C(C)O	0.200000003	89048670	PubChem:(89048670)	2
1200	1	N/A	-310.95555887047055	C6H13NO3	[M + H2O + H]+	XWUJIUKIYCROEC	InChI=1S/C6H13NO3/c1-6(2,10)3-4-7-5(8)9/h7,10H,3-4H2,1-2H3,(H,8,9)	null	CC(C)(CCNC(=O)O)O	-0.100000001	87894695	PubChem:(87894695)	2
1201	1	N/A	-311.0153087656807	C6H13NO3	[M + H2O + H]+	KEJSAMWZLIHABS	InChI=1S/C6H13NO3/c1-10-6(9)3-2-5(8)4-7/h5,8H,2-4,7H2,1H3	null	COC(=O)CCC(CN)O	-1.20000005	9898864;131195953	PubChem:(9898864 131195953)	2
1202	1	N/A	-311.05596632618904	C6H13NO3	[M + H2O + H]+	LISSMNHXTYBRPT	InChI=1S/C6H13NO3/c1-4-10-6(2,9-3)5(7)8/h4H2,1-3H3,(H2,7,8)	null	CCOC(C)(C(=O)N)OC	-0.400000006	91281845	PubChem:(91281845)	2
1203	1	N/A	-311.1474444332714	C6H13NO3	[M + H2O + H]+	UBZFBGMZUNGIBU	InChI=1S/C6H13NO3/c1-5(3-4-10-2)6(8)7-9/h5,9H,3-4H2,1-2H3,(H,7,8)	null	CC(CCOC)C(=O)NO	-0.200000003	130749629	PubChem:(130749629)	2
1204	1	N/A	-311.1583733328339	C6H13NO3	[M + H2O + H]+	AYWPQHSAUPNICG	InChI=1S/C6H13NO3/c1-5(2)4-6(3)10-7(8)9/h5-6H,4H2,1-3H3	4-methylpentan-2-yl Nitrate	CC(C)CC(C)O[N+](=O)[O-]	2.5999999	179809;58209319;58209335	PubChem:(179809 58209319 58209335)	2
1205	1	N/A	-311.3263321478991	C6H13NO3	[M + H2O + H]+	YPKNMVCJYWNKBG	InChI=1S/C6H13NO3/c1-3-4-7-6(8)10-5-9-2/h3-5H2,1-2H3,(H,7,8)	null	CCCNC(=O)OCOC	0.800000012	123974725	PubChem:(123974725)	2
1206	1	N/A	-311.3330660485637	C6H13NO3	[M + H2O + H]+	QYSWGVZRXCBQEX	InChI=1S/C6H13NO3/c1-2-5(7)6(9)3-10-4-8/h4-6,9H,2-3,7H2,1H3	[(2R,3S)-3-amino-2-hydroxypentyl] formate	CCC(C(COC=O)O)N	-0.5	59097283	PubChem:(59097283)	2
1207	1	N/A	-311.54732629771945	C6H13NO3	[M + H2O + H]+	ZOUPSODOXQZUIW	InChI=1S/C6H13NO3/c1-5(2)3-10-6(9)7-4-8/h5,8H,3-4H2,1-2H3,(H,7,9)	Isobutyl (hydroxymethyl)carbamate	CC(C)COC(=O)NCO	0.699999988	50008	HSDB:(67953-32-6);NORMAN:(NS00036321);PubChem:(50008)	262658
1208	1	N/A	-311.8549155983691	C6H13NO3	[M + H2O + H]+	SPYHXXXLONVWSV	InChI=1S/C6H13NO3/c1-3-7(6(9)10)4-5(2)8/h5,8H,3-4H2,1-2H3,(H,9,10)	null	CCN(CC(C)O)C(=O)O	-0.100000001	23202001	PubChem:(23202001)	2
1209	1	N/A	-312.1538886557236	C6H13NO3	[M + H2O + H]+	JZHYZPFTIOVMFT	InChI=1S/C6H13NO3/c1-7-3-5-4-9-6(8-2)10-5/h5-7H,3-4H2,1-2H3	null	CNCC1COC(O1)OC	-0.5	90367762	PubChem:(90367762)	2
1210	1	N/A	-312.4038410977928	C6H13NO3	[M + H2O + H]+	KDAOLNXKOJRLCZ	InChI=1S/C6H13NO3/c1-3-6(9)5(7)4(8)2-10-3/h3-6,8-9H,2,7H2,1H3	null	CC1C(C(C(CO1)O)N)O	-1.79999995	54224603;132058392	PubChem:(54224603 132058392)	2
1211	1	N/A	-312.5424870716202	C6H13NO3	[M + H2O + H]+	QLFPVDDBMIUGTN	InChI=1S/C6H13NO3/c1-3(6(9)10)5(7)4(2)8/h3-5,8H,7H2,1-2H3,(H,9,10)	null	CC(C(C(C)O)N)C(=O)O	-3.0999999	88212594	PubChem:(88212594)	2
